日期,月份,名稱,aqi,人口密度,距火力發電廠30km內,工業區3km內,人口密度分類
2018/10/3,10,善化,108,756.6,0,0,中
2018/10/3,10,楠梓,112,7691.5,0,0,高
2018/10/3,10,左營,136,11048.2,0,1,高
2018/10/3,10,前金,132,13156.3,0,1,高
2018/10/3,10,小港,112,3671.1,0,0,高
2018/10/3,10,美濃,100,268.1,0,1,低
2018/10/3,10,仁武,129,2145.2,0,0,高
2018/10/3,10,大寮,97,1657.3,0,0,中
2018/10/3,10,林園,154,2148.8,0,0,高
2018/10/3,10,屏東,132,3055.3,0,0,高
2018/10/3,10,潮州,132,1165.0,0,1,中
2018/10/3,10,恆春,58,198.5,1,1,低
2018/10/3,10,宜蘭,47,3196.1,1,0,高
2018/10/3,10,冬山,48,633.1,1,0,中
2018/10/3,10,花蓮,54,94.3,1,1,低
2018/10/3,10,臺東,44,1010.0,1,0,中
2018/10/3,10,馬祖,132,683.5,0,1,中
2018/10/3,10,金門,115,793.4,1,1,中
2018/10/3,10,馬公,90,1664.3,1,1,中
2018/10/4,10,基隆,54,4960.5,0,1,高
2018/10/4,10,士林,61,4268.66,0,1,高
2018/10/4,10,中山,39,15150.13,0,1,高
2018/10/4,10,松山,45,21938.76,0,1,高
2018/10/4,10,萬華,44,23176.76,0,1,高
2018/10/4,10,古亭,44,25113.01,0,1,高
2018/10/4,10,淡水,54,2745.895839,0,1,高
2018/10/4,10,林口,77,2449.048938,0,0,高
2018/10/4,10,菜寮,44,23484.00735,0,0,高
2018/10/4,10,汐止,48,2941.086468,0,1,高
2018/10/4,10,新莊,67,21457.80142,0,1,高
2018/10/4,10,板橋,48,23950.64823,0,1,高
2018/10/4,10,土城,49,8141.271989,0,1,高
2018/10/4,10,新店,46,2533.901688,0,1,高
2018/10/4,10,萬里,100,329.5992427,1,1,低
2018/10/4,10,桃園,44,12062.8,0,0,高
2018/10/4,10,大園,74,961.3,0,0,中
2018/10/4,10,平鎮,49,4738.8,0,1,高
2018/10/4,10,龍潭,50,1735.9,0,0,中
2018/10/4,10,新竹,52,6620.7,0,1,高
2018/10/4,10,湖口,71,1510.5,0,1,中
2018/10/4,10,竹東,40,1866.8,0,1,中
2018/10/4,10,苗栗,53,2361.2,0,1,高
2018/10/4,10,三義,67,209.4,0,1,低
2018/10/4,10,西屯,71,6068.2,0,0,高
2018/10/4,10,忠明,54,5531.2,0,1,高
2018/10/4,10,豐原,64,3707.3,0,1,高
2018/10/4,10,沙鹿,74,2114.1,0,1,高
2018/10/4,10,大里,49,7279.1,0,1,高
2018/10/4,10,彰化,80,3506.0,0,1,高
2018/10/4,10,二林,64,507.2,0,0,中
2018/10/4,10,南投,44,1458.5,1,0,中
2018/10/4,10,竹山,67,199.9,1,0,低
2018/10/4,10,崙背,62,377.7,0,1,低
2018/10/4,10,斗六,74,1149.5,0,0,中
2018/10/4,10,嘉義,64,4353.4,0,1,高
2018/10/4,10,新港,64,438.9,0,1,低
2018/10/4,10,朴子,84,798.9,0,0,中
2018/10/4,10,安南,71,1746.4,0,1,中
2018/10/4,10,臺南,58,14553.4,0,0,高
2018/10/4,10,新營,58,1891.2,0,1,中
2018/10/4,10,善化,58,756.6,0,0,中
2018/10/4,10,楠梓,84,7691.5,0,0,高
2018/10/4,10,左營,84,11048.2,0,1,高
2018/10/4,10,前金,84,13156.3,0,1,高
2018/10/4,10,小港,87,3671.1,0,0,高
2018/10/4,10,美濃,67,268.1,0,1,低
2018/10/4,10,仁武,87,2145.2,0,0,高
2018/10/4,10,大寮,101,1657.3,0,0,中
2018/10/4,10,林園,122,2148.8,0,0,高
2018/10/4,10,屏東,101,3055.3,0,0,高
2018/10/4,10,潮州,118,1165.0,0,1,中
2018/10/4,10,恆春,172,198.5,1,1,低
2018/10/4,10,宜蘭,61,3196.1,1,0,高
2018/10/4,10,冬山,50,633.1,1,0,中
2018/10/4,10,花蓮,54,94.3,1,1,低
2018/10/4,10,臺東,49,1010.0,1,0,中
2018/10/4,10,馬祖,136,683.5,0,1,中
2018/10/4,10,金門,156,793.4,1,1,中
2018/10/4,10,馬公,118,1664.3,1,1,中
2018/10/5,10,基隆,77,4960.5,0,1,高
2018/10/5,10,士林,90,4268.66,0,1,高
2018/10/5,10,中山,56,15150.13,0,1,高
2018/10/5,10,松山,84,21938.76,0,1,高
2018/10/5,10,萬華,74,23176.76,0,1,高
2018/10/5,10,古亭,100,25113.01,0,1,高
2018/10/5,10,淡水,67,2745.895839,0,1,高
2018/10/5,10,林口,112,2449.048938,0,0,高
2018/10/5,10,菜寮,71,23484.00735,0,0,高
2018/10/5,10,汐止,97,2941.086468,0,1,高
2018/10/5,10,新莊,101,21457.80142,0,1,高
2018/10/5,10,板橋,97,23950.64823,0,1,高
2018/10/5,10,土城,108,8141.271989,0,1,高
2018/10/5,10,新店,108,2533.901688,0,1,高
2018/10/5,10,萬里,80,329.5992427,1,1,低
2018/10/5,10,桃園,84,12062.8,0,0,高
2018/10/5,10,大園,118,961.3,0,0,中
2018/10/5,10,平鎮,104,4738.8,0,1,高
2018/10/5,10,龍潭,100,1735.9,0,0,中
2018/10/5,10,新竹,100,6620.7,0,1,高
2018/10/5,10,湖口,122,1510.5,0,1,中
2018/10/5,10,竹東,74,1866.8,0,1,中
2018/10/5,10,苗栗,108,2361.2,0,1,高
2018/10/5,10,三義,140,209.4,0,1,低
2018/10/5,10,西屯,136,6068.2,0,0,高
2018/10/5,10,忠明,115,5531.2,0,1,高
2018/10/5,10,豐原,118,3707.3,0,1,高
2018/10/5,10,沙鹿,146,2114.1,0,1,高
2018/10/5,10,大里,126,7279.1,0,1,高
2018/10/5,10,彰化,151,3506.0,0,1,高
2018/10/5,10,二林,140,507.2,0,0,中
2018/10/5,10,南投,126,1458.5,1,0,中
2018/10/5,10,竹山,161,199.9,1,0,低
2018/10/5,10,崙背,143,377.7,0,1,低
2018/10/5,10,斗六,166,1149.5,0,0,中
2018/10/5,10,嘉義,150,4353.4,0,1,高
2018/10/5,10,新港,154,438.9,0,1,低
2018/10/5,10,朴子,143,798.9,0,0,中
2018/10/5,10,安南,166,1746.4,0,1,中
2018/10/5,10,臺南,156,14553.4,0,0,高
2018/10/5,10,新營,129,1891.2,0,1,中
2018/10/5,10,善化,140,756.6,0,0,中
2018/10/5,10,楠梓,159,7691.5,0,0,高
2018/10/5,10,左營,161,11048.2,0,1,高
2018/10/5,10,前金,164,13156.3,0,1,高
2018/10/5,10,小港,150,3671.1,0,0,高
2018/10/5,10,美濃,146,268.1,0,1,低
2018/10/5,10,仁武,156,2145.2,0,0,高
2018/10/5,10,大寮,154,1657.3,0,0,中
2018/10/5,10,林園,156,2148.8,0,0,高
2018/10/5,10,屏東,154,3055.3,0,0,高
2018/10/5,10,潮州,154,1165.0,0,1,中
2018/10/5,10,恆春,177,198.5,1,1,低
2018/10/5,10,宜蘭,61,3196.1,1,0,高
2018/10/5,10,冬山,47,633.1,1,0,中
2018/10/5,10,花蓮,49,94.3,1,1,低
2018/10/5,10,臺東,64,1010.0,1,0,中
2018/10/5,10,馬祖,197,683.5,0,1,中
2018/10/5,10,金門,156,793.4,1,1,中
2018/10/5,10,馬公,185,1664.3,1,1,中
2018/10/6,10,基隆,104,4960.5,0,1,高
2018/10/6,10,士林,97,4268.66,0,1,高
2018/10/6,10,中山,55,15150.13,0,1,高
2018/10/6,10,松山,77,21938.76,0,1,高
2018/10/6,10,萬華,71,23176.76,0,1,高
2018/10/6,10,古亭,90,25113.01,0,1,高
2018/10/6,10,淡水,57,2745.895839,0,1,高
2018/10/6,10,林口,104,2449.048938,0,0,高
2018/10/6,10,菜寮,67,23484.00735,0,0,高
2018/10/6,10,汐止,100,2941.086468,0,1,高
2018/10/6,10,新莊,100,21457.80142,0,1,高
2018/10/6,10,板橋,71,23950.64823,0,1,高
2018/10/6,10,土城,90,8141.271989,0,1,高
2018/10/6,10,新店,71,2533.901688,0,1,高
2018/10/6,10,萬里,146,329.5992427,1,1,低
2018/10/6,10,桃園,64,12062.8,0,0,高
2018/10/6,10,大園,101,961.3,0,0,中
2018/10/6,10,平鎮,97,4738.8,0,1,高
2018/10/6,10,龍潭,80,1735.9,0,0,中
2018/10/6,10,新竹,87,6620.7,0,1,高
2018/10/6,10,湖口,112,1510.5,0,1,中
2018/10/6,10,竹東,52,1866.8,0,1,中
2018/10/6,10,苗栗,89,2361.2,0,1,高
2018/10/6,10,三義,140,209.4,0,1,低
2018/10/6,10,西屯,166,6068.2,0,0,高
2018/10/6,10,忠明,172,5531.2,0,1,高
2018/10/6,10,豐原,151,3707.3,0,1,高
2018/10/6,10,沙鹿,150,2114.1,0,1,高
2018/10/6,10,大里,185,7279.1,0,1,高
2018/10/6,10,彰化,190,3506.0,0,1,高
2018/10/6,10,二林,151,507.2,0,0,中
2018/10/6,10,南投,151,1458.5,1,0,中
2018/10/6,10,竹山,177,199.9,1,0,低
2018/10/6,10,崙背,156,377.7,0,1,低
2018/10/6,10,斗六,185,1149.5,0,0,中
2018/10/6,10,嘉義,179,4353.4,0,1,高
2018/10/6,10,新港,179,438.9,0,1,低
2018/10/6,10,朴子,169,798.9,0,0,中
2018/10/6,10,安南,172,1746.4,0,1,中
2018/10/6,10,臺南,159,14553.4,0,0,高
2018/10/6,10,新營,151,1891.2,0,1,中
2018/10/6,10,善化,150,756.6,0,0,中
2018/10/6,10,楠梓,151,7691.5,0,0,高
2018/10/6,10,左營,166,11048.2,0,1,高
2018/10/6,10,前金,156,13156.3,0,1,高
2018/10/6,10,小港,136,3671.1,0,0,高
2018/10/6,10,美濃,132,268.1,0,1,低
2018/10/6,10,仁武,166,2145.2,0,0,高
2018/10/6,10,大寮,136,1657.3,0,0,中
2018/10/6,10,林園,169,2148.8,0,0,高
2018/10/6,10,屏東,159,3055.3,0,0,高
2018/10/6,10,潮州,182,1165.0,0,1,中
2018/10/6,10,恆春,74,198.5,1,1,低
2018/10/6,10,宜蘭,101,3196.1,1,0,高
2018/10/6,10,冬山,87,633.1,1,0,中
2018/10/6,10,花蓮,112,94.3,1,1,低
2018/10/6,10,臺東,44,1010.0,1,0,中
2018/10/6,10,馬祖,161,683.5,0,1,中
2018/10/6,10,金門,159,793.4,1,1,中
2018/10/6,10,馬公,187,1664.3,1,1,中
2018/10/7,10,基隆,64,4960.5,0,1,高
2018/10/7,10,士林,67,4268.66,0,1,高
2018/10/7,10,中山,51,15150.13,0,1,高
2018/10/7,10,松山,54,21938.76,0,1,高
2018/10/7,10,萬華,53,23176.76,0,1,高
2018/10/7,10,古亭,61,25113.01,0,1,高
2018/10/7,10,淡水,53,2745.895839,0,1,高
2018/10/7,10,林口,74,2449.048938,0,0,高
2018/10/7,10,菜寮,51,23484.00735,0,0,高
2018/10/7,10,汐止,67,2941.086468,0,1,高
2018/10/7,10,新莊,74,21457.80142,0,1,高
2018/10/7,10,板橋,51,23950.64823,0,1,高
2018/10/7,10,土城,71,8141.271989,0,1,高
2018/10/7,10,新店,63,2533.901688,0,1,高
2018/10/7,10,萬里,100,329.5992427,1,1,低
2018/10/7,10,桃園,60,12062.8,0,0,高
2018/10/7,10,大園,90,961.3,0,0,中
2018/10/7,10,平鎮,84,4738.8,0,1,高
2018/10/7,10,龍潭,97,1735.9,0,0,中
2018/10/7,10,新竹,80,6620.7,0,1,高
2018/10/7,10,湖口,100,1510.5,0,1,中
2018/10/7,10,竹東,50,1866.8,0,1,中
2018/10/7,10,苗栗,71,2361.2,0,1,高
2018/10/7,10,三義,87,209.4,0,1,低
2018/10/7,10,西屯,104,6068.2,0,0,高
2018/10/7,10,忠明,97,5531.2,0,1,高
2018/10/7,10,豐原,71,3707.3,0,1,高
2018/10/7,10,沙鹿,122,2114.1,0,1,高
2018/10/7,10,大里,90,7279.1,0,1,高
2018/10/7,10,彰化,143,3506.0,0,1,高
2018/10/7,10,二林,97,507.2,0,0,中
2018/10/7,10,南投,96,1458.5,1,0,中
2018/10/7,10,竹山,154,199.9,1,0,低
2018/10/7,10,崙背,104,377.7,0,1,低
2018/10/7,10,斗六,151,1149.5,0,0,中
2018/10/7,10,嘉義,143,4353.4,0,1,高
2018/10/7,10,新港,136,438.9,0,1,低
2018/10/7,10,朴子,129,798.9,0,0,中
2018/10/7,10,安南,182,1746.4,0,1,中
2018/10/7,10,臺南,172,14553.4,0,0,高
2018/10/7,10,新營,122,1891.2,0,1,中
2018/10/7,10,善化,143,756.6,0,0,中
2018/10/7,10,楠梓,201,7691.5,0,0,高
2018/10/7,10,左營,201,11048.2,0,1,高
2018/10/7,10,前金,197,13156.3,0,1,高
2018/10/7,10,小港,177,3671.1,0,0,高
2018/10/7,10,美濃,143,268.1,0,1,低
2018/10/7,10,仁武,203,2145.2,0,0,高
2018/10/7,10,大寮,154,1657.3,0,0,中
2018/10/7,10,林園,174,2148.8,0,0,高
2018/10/7,10,屏東,169,3055.3,0,0,高
2018/10/7,10,潮州,129,1165.0,0,1,中
2018/10/7,10,恆春,64,198.5,1,1,低
2018/10/7,10,宜蘭,51,3196.1,1,0,高
2018/10/7,10,冬山,49,633.1,1,0,中
2018/10/7,10,花蓮,71,94.3,1,1,低
2018/10/7,10,臺東,40,1010.0,1,0,中
2018/10/7,10,馬祖,187,683.5,0,1,中
2018/10/7,10,金門,172,793.4,1,1,中
2018/10/7,10,馬公,146,1664.3,1,1,中
2018/10/8,10,基隆,41,4960.5,0,1,高
2018/10/8,10,士林,39,4268.66,0,1,高
2018/10/8,10,中山,40,15150.13,0,1,高
2018/10/8,10,松山,35,21938.76,0,1,高
2018/10/8,10,萬華,40,23176.76,0,1,高
2018/10/8,10,古亭,49,25113.01,0,1,高
2018/10/8,10,淡水,49,2745.895839,0,1,高
2018/10/8,10,林口,36,2449.048938,0,0,高
2018/10/8,10,菜寮,41,23484.00735,0,0,高
2018/10/8,10,汐止,38,2941.086468,0,1,高
2018/10/8,10,新莊,37,21457.80142,0,1,高
2018/10/8,10,板橋,35,23950.64823,0,1,高
2018/10/8,10,土城,47,8141.271989,0,1,高
2018/10/8,10,新店,46,2533.901688,0,1,高
2018/10/8,10,萬里,54,329.5992427,1,1,低
2018/10/8,10,桃園,30,12062.8,0,0,高
2018/10/8,10,大園,46,961.3,0,0,中
2018/10/8,10,平鎮,48,4738.8,0,1,高
2018/10/8,10,龍潭,45,1735.9,0,0,中
2018/10/8,10,新竹,61,6620.7,0,1,高
2018/10/8,10,湖口,55,1510.5,0,1,中
2018/10/8,10,竹東,33,1866.8,0,1,中
2018/10/8,10,苗栗,62,2361.2,0,1,高
2018/10/8,10,三義,50,209.4,0,1,低
2018/10/8,10,西屯,58,6068.2,0,0,高
2018/10/8,10,忠明,58,5531.2,0,1,高
2018/10/8,10,豐原,49,3707.3,0,1,高
2018/10/8,10,沙鹿,56,2114.1,0,1,高
2018/10/8,10,大里,67,7279.1,0,1,高
2018/10/8,10,彰化,67,3506.0,0,1,高
2018/10/8,10,二林,55,507.2,0,0,中
2018/10/8,10,南投,83,1458.5,1,0,中
2018/10/8,10,竹山,140,199.9,1,0,低
2018/10/8,10,崙背,78,377.7,0,1,低
2018/10/8,10,斗六,122,1149.5,0,0,中
2018/10/8,10,嘉義,108,4353.4,0,1,高
2018/10/8,10,新港,90,438.9,0,1,低
2018/10/8,10,朴子,93,798.9,0,0,中
2018/10/8,10,安南,146,1746.4,0,1,中
2018/10/8,10,臺南,136,14553.4,0,0,高
2018/10/8,10,新營,109,1891.2,0,1,中
2018/10/8,10,善化,104,756.6,0,0,中
2018/10/8,10,楠梓,115,7691.5,0,0,高
2018/10/8,10,左營,146,11048.2,0,1,高
2018/10/8,10,前金,129,13156.3,0,1,高
2018/10/8,10,小港,115,3671.1,0,0,高
2018/10/8,10,美濃,104,268.1,0,1,低
2018/10/8,10,仁武,126,2145.2,0,0,高
2018/10/8,10,大寮,108,1657.3,0,0,中
2018/10/8,10,林園,159,2148.8,0,0,高
2018/10/8,10,屏東,140,3055.3,0,0,高
2018/10/8,10,潮州,108,1165.0,0,1,中
2018/10/8,10,恆春,34,198.5,1,1,低
2018/10/8,10,宜蘭,31,3196.1,1,0,高
2018/10/8,10,冬山,31,633.1,1,0,中
2018/10/8,10,花蓮,41,94.3,1,1,低
2018/10/8,10,臺東,25,1010.0,1,0,中
2018/10/8,10,馬祖,140,683.5,0,1,中
2018/10/8,10,金門,101,793.4,1,1,中
2018/10/8,10,馬公,50,1664.3,1,1,中
2018/10/9,10,基隆,45,4960.5,0,1,高
2018/10/9,10,士林,46,4268.66,0,1,高
2018/10/9,10,中山,52,15150.13,0,1,高
2018/10/9,10,松山,43,21938.76,0,1,高
2018/10/9,10,萬華,41,23176.76,0,1,高
2018/10/9,10,古亭,46,25113.01,0,1,高
2018/10/9,10,淡水,55,2745.895839,0,1,高
2018/10/9,10,林口,38,2449.048938,0,0,高
2018/10/9,10,菜寮,42,23484.00735,0,0,高
2018/10/9,10,汐止,44,2941.086468,0,1,高
2018/10/9,10,新莊,42,21457.80142,0,1,高
2018/10/9,10,板橋,43,23950.64823,0,1,高
2018/10/9,10,土城,53,8141.271989,0,1,高
2018/10/9,10,新店,45,2533.901688,0,1,高
2018/10/9,10,萬里,67,329.5992427,1,1,低
2018/10/9,10,桃園,28,12062.8,0,0,高
2018/10/9,10,大園,49,961.3,0,0,中
2018/10/9,10,平鎮,56,4738.8,0,1,高
2018/10/9,10,龍潭,56,1735.9,0,0,中
2018/10/9,10,新竹,65,6620.7,0,1,高
2018/10/9,10,湖口,45,1510.5,0,1,中
2018/10/9,10,竹東,38,1866.8,0,1,中
2018/10/9,10,苗栗,63,2361.2,0,1,高
2018/10/9,10,三義,59,209.4,0,1,低
2018/10/9,10,西屯,67,6068.2,0,0,高
2018/10/9,10,忠明,77,5531.2,0,1,高
2018/10/9,10,豐原,74,3707.3,0,1,高
2018/10/9,10,沙鹿,62,2114.1,0,1,高
2018/10/9,10,大里,93,7279.1,0,1,高
2018/10/9,10,彰化,90,3506.0,0,1,高
2018/10/9,10,二林,71,507.2,0,0,中
2018/10/9,10,南投,91,1458.5,1,0,中
2018/10/9,10,竹山,67,199.9,1,0,低
2018/10/9,10,崙背,89,377.7,0,1,低
2018/10/9,10,斗六,118,1149.5,0,0,中
2018/10/9,10,嘉義,126,4353.4,0,1,高
2018/10/9,10,新港,104,438.9,0,1,低
2018/10/9,10,朴子,112,798.9,0,0,中
2018/10/9,10,安南,108,1746.4,0,1,中
2018/10/9,10,臺南,100,14553.4,0,0,高
2018/10/9,10,新營,100,1891.2,0,1,中
2018/10/9,10,善化,83,756.6,0,0,中
2018/10/9,10,楠梓,110,7691.5,0,0,高
2018/10/9,10,左營,101,11048.2,0,1,高
2018/10/9,10,前金,101,13156.3,0,1,高
2018/10/9,10,小港,76,3671.1,0,0,高
2018/10/9,10,美濃,97,268.1,0,1,低
2018/10/9,10,仁武,97,2145.2,0,0,高
2018/10/9,10,大寮,93,1657.3,0,0,中
2018/10/9,10,林園,101,2148.8,0,0,高
2018/10/9,10,屏東,96,3055.3,0,0,高
2018/10/9,10,潮州,71,1165.0,0,1,中
2018/10/9,10,恆春,28,198.5,1,1,低
2018/10/9,10,宜蘭,29,3196.1,1,0,高
2018/10/9,10,冬山,25,633.1,1,0,中
2018/10/9,10,花蓮,24,94.3,1,1,低
2018/10/9,10,臺東,21,1010.0,1,0,中
2018/10/9,10,馬祖,104,683.5,0,1,中
2018/10/9,10,金門,104,793.4,1,1,中
2018/10/9,10,馬公,58,1664.3,1,1,中
2018/10/10,10,基隆,87,4960.5,0,1,高
2018/10/10,10,士林,54,4268.66,0,1,高
2018/10/10,10,中山,63,15150.13,0,1,高
2018/10/10,10,松山,53,21938.76,0,1,高
2018/10/10,10,萬華,60,23176.76,0,1,高
2018/10/10,10,古亭,56,25113.01,0,1,高
2018/10/10,10,淡水,63,2745.895839,0,1,高
2018/10/10,10,林口,61,2449.048938,0,0,高
2018/10/10,10,菜寮,56,23484.00735,0,0,高
2018/10/10,10,汐止,61,2941.086468,0,1,高
2018/10/10,10,新莊,49,21457.80142,0,1,高
2018/10/10,10,板橋,56,23950.64823,0,1,高
2018/10/10,10,土城,56,8141.271989,0,1,高
2018/10/10,10,新店,59,2533.901688,0,1,高
2018/10/10,10,萬里,118,329.5992427,1,1,低
2018/10/10,10,桃園,57,12062.8,0,0,高
2018/10/10,10,大園,61,961.3,0,0,中
2018/10/10,10,平鎮,61,4738.8,0,1,高
2018/10/10,10,龍潭,56,1735.9,0,0,中
2018/10/10,10,新竹,70,6620.7,0,1,高
2018/10/10,10,湖口,80,1510.5,0,1,中
2018/10/10,10,竹東,45,1866.8,0,1,中
2018/10/10,10,苗栗,66,2361.2,0,1,高
2018/10/10,10,三義,58,209.4,0,1,低
2018/10/10,10,西屯,71,6068.2,0,0,高
2018/10/10,10,忠明,74,5531.2,0,1,高
2018/10/10,10,豐原,58,3707.3,0,1,高
2018/10/10,10,沙鹿,84,2114.1,0,1,高
2018/10/10,10,大里,74,7279.1,0,1,高
2018/10/10,10,彰化,101,3506.0,0,1,高
2018/10/10,10,二林,76,507.2,0,0,中
2018/10/10,10,南投,94,1458.5,1,0,中
2018/10/10,10,竹山,15,199.9,1,0,低
2018/10/10,10,崙背,98,377.7,0,1,低
2018/10/10,10,斗六,122,1149.5,0,0,中
2018/10/10,10,嘉義,97,4353.4,0,1,高
2018/10/10,10,新港,101,438.9,0,1,低
2018/10/10,10,朴子,97,798.9,0,0,中
2018/10/10,10,安南,122,1746.4,0,1,中
2018/10/10,10,臺南,101,14553.4,0,0,高
2018/10/10,10,新營,71,1891.2,0,1,中
2018/10/10,10,善化,104,756.6,0,0,中
2018/10/10,10,楠梓,118,7691.5,0,0,高
2018/10/10,10,左營,136,11048.2,0,1,高
2018/10/10,10,前金,140,13156.3,0,1,高
2018/10/10,10,小港,90,3671.1,0,0,高
2018/10/10,10,美濃,65,268.1,0,1,低
2018/10/10,10,仁武,129,2145.2,0,0,高
2018/10/10,10,大寮,76,1657.3,0,0,中
2018/10/10,10,林園,129,2148.8,0,0,高
2018/10/10,10,屏東,90,3055.3,0,0,高
2018/10/10,10,潮州,61,1165.0,0,1,中
2018/10/10,10,恆春,43,198.5,1,1,低
2018/10/10,10,宜蘭,58,3196.1,1,0,高
2018/10/10,10,冬山,50,633.1,1,0,中
2018/10/10,10,花蓮,44,94.3,1,1,低
2018/10/10,10,臺東,31,1010.0,1,0,中
2018/10/10,10,馬祖,112,683.5,0,1,中
2018/10/10,10,金門,118,793.4,1,1,中
2018/10/10,10,馬公,122,1664.3,1,1,中
2018/10/11,10,基隆,54,4960.5,0,1,高
2018/10/11,10,士林,39,4268.66,0,1,高
2018/10/11,10,中山,37,15150.13,0,1,高
2018/10/11,10,松山,47,21938.76,0,1,高
2018/10/11,10,萬華,38,23176.76,0,1,高
2018/10/11,10,古亭,44,25113.01,0,1,高
2018/10/11,10,淡水,45,2745.895839,0,1,高
2018/10/11,10,林口,58,2449.048938,0,0,高
2018/10/11,10,菜寮,40,23484.00735,0,0,高
2018/10/11,10,汐止,54,2941.086468,0,1,高
2018/10/11,10,新莊,43,21457.80142,0,1,高
2018/10/11,10,板橋,40,23950.64823,0,1,高
2018/10/11,10,土城,45,8141.271989,0,1,高
2018/10/11,10,新店,46,2533.901688,0,1,高
2018/10/11,10,萬里,77,329.5992427,1,1,低
2018/10/11,10,桃園,43,12062.8,0,0,高
2018/10/11,10,大園,58,961.3,0,0,中
2018/10/11,10,平鎮,47,4738.8,0,1,高
2018/10/11,10,龍潭,50,1735.9,0,0,中
2018/10/11,10,新竹,46,6620.7,0,1,高
2018/10/11,10,湖口,51,1510.5,0,1,中
2018/10/11,10,竹東,42,1866.8,0,1,中
2018/10/11,10,苗栗,45,2361.2,0,1,高
2018/10/11,10,三義,51,209.4,0,1,低
2018/10/11,10,西屯,50,6068.2,0,0,高
2018/10/11,10,忠明,46,5531.2,0,1,高
2018/10/11,10,豐原,45,3707.3,0,1,高
2018/10/11,10,沙鹿,51,2114.1,0,1,高
2018/10/11,10,大里,43,7279.1,0,1,高
2018/10/11,10,彰化,54,3506.0,0,1,高
2018/10/11,10,二林,46,507.2,0,0,中
2018/10/11,10,南投,52,1458.5,1,0,中
2018/10/11,10,竹山,63,199.9,1,0,低
2018/10/11,10,崙背,44,377.7,0,1,低
2018/10/11,10,斗六,64,1149.5,0,0,中
2018/10/11,10,嘉義,51,4353.4,0,1,高
2018/10/11,10,新港,57,438.9,0,1,低
2018/10/11,10,朴子,65,798.9,0,0,中
2018/10/11,10,安南,87,1746.4,0,1,中
2018/10/11,10,臺南,84,14553.4,0,0,高
2018/10/11,10,新營,51,1891.2,0,1,中
2018/10/11,10,善化,77,756.6,0,0,中
2018/10/11,10,楠梓,115,7691.5,0,0,高
2018/10/11,10,左營,129,11048.2,0,1,高
2018/10/11,10,前金,126,13156.3,0,1,高
2018/10/11,10,小港,97,3671.1,0,0,高
2018/10/11,10,美濃,75,268.1,0,1,低
2018/10/11,10,仁武,118,2145.2,0,0,高
2018/10/11,10,大寮,95,1657.3,0,0,中
2018/10/11,10,林園,156,2148.8,0,0,高
2018/10/11,10,屏東,96,3055.3,0,0,高
2018/10/11,10,潮州,104,1165.0,0,1,中
2018/10/11,10,恆春,64,198.5,1,1,低
2018/10/11,10,宜蘭,42,3196.1,1,0,高
2018/10/11,10,冬山,47,633.1,1,0,中
2018/10/11,10,花蓮,48,94.3,1,1,低
2018/10/11,10,臺東,40,1010.0,1,0,中
2018/10/11,10,馬祖,71,683.5,0,1,中
2018/10/11,10,金門,51,793.4,1,1,中
2018/10/11,10,馬公,64,1664.3,1,1,中
2018/10/12,10,基隆,42,4960.5,0,1,高
2018/10/12,10,士林,35,4268.66,0,1,高
2018/10/12,10,中山,38,15150.13,0,1,高
2018/10/12,10,松山,32,21938.76,0,1,高
2018/10/12,10,萬華,32,23176.76,0,1,高
2018/10/12,10,古亭,46,25113.01,0,1,高
2018/10/12,10,淡水,33,2745.895839,0,1,高
2018/10/12,10,林口,35,2449.048938,0,0,高
2018/10/12,10,菜寮,27,23484.00735,0,0,高
2018/10/12,10,汐止,32,2941.086468,0,1,高
2018/10/12,10,新莊,37,21457.80142,0,1,高
2018/10/12,10,板橋,30,23950.64823,0,1,高
2018/10/12,10,土城,33,8141.271989,0,1,高
2018/10/12,10,新店,31,2533.901688,0,1,高
2018/10/12,10,萬里,52,329.5992427,1,1,低
2018/10/12,10,桃園,32,12062.8,0,0,高
2018/10/12,10,大園,35,961.3,0,0,中
2018/10/12,10,平鎮,31,4738.8,0,1,高
2018/10/12,10,龍潭,38,1735.9,0,0,中
2018/10/12,10,新竹,42,6620.7,0,1,高
2018/10/12,10,湖口,37,1510.5,0,1,中
2018/10/12,10,竹東,36,1866.8,0,1,中
2018/10/12,10,苗栗,42,2361.2,0,1,高
2018/10/12,10,三義,33,209.4,0,1,低
2018/10/12,10,西屯,32,6068.2,0,0,高
2018/10/12,10,忠明,28,5531.2,0,1,高
2018/10/12,10,豐原,30,3707.3,0,1,高
2018/10/12,10,沙鹿,36,2114.1,0,1,高
2018/10/12,10,大里,31,7279.1,0,1,高
2018/10/12,10,彰化,31,3506.0,0,1,高
2018/10/12,10,二林,38,507.2,0,0,中
2018/10/12,10,南投,53,1458.5,1,0,中
2018/10/12,10,竹山,59,199.9,1,0,低
2018/10/12,10,崙背,36,377.7,0,1,低
2018/10/12,10,斗六,35,1149.5,0,0,中
2018/10/12,10,嘉義,52,4353.4,0,1,高
2018/10/12,10,新港,48,438.9,0,1,低
2018/10/12,10,朴子,38,798.9,0,0,中
2018/10/12,10,安南,54,1746.4,0,1,中
2018/10/12,10,臺南,67,14553.4,0,0,高
2018/10/12,10,新營,65,1891.2,0,1,中
2018/10/12,10,善化,58,756.6,0,0,中
